pg_transaction_id,pg_resp_code,pg_resp_message,invoice_id,booked_payment_id,fa_id,amount,updated_date
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682982440,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984263,666.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684288794,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,685133683,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683377366,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683441223,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984281,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684975239,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,685319222,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683827635,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984227,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683444912,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683660328,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984253,666.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983398,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683375043,360.751,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983519,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683372634,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683444945,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682981296,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683367560,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683444732,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,685006645,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984349,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682982722,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683369042,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683377553,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682981292,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684975648,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684058053,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984278,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983517,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683440787,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683376682,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683376323,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682982794,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682982725,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682982439,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684921668,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684920278,1.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682982078,666.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683442881,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683657232,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683834751,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983915,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983872,666.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683441975,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683661904,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684288377,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684975240,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682981293,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984184,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684289371,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683835690,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683376063,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,685316213,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683375927,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682982871,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684126554,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,685314855,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984347,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682982081,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984269,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683444948,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683376606,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682981802,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,685007146,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683376396,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683444913,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983518,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684289627,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683371831,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984274,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684129310,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683835791,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684921578,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684973130,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984255,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682982867,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983988,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684808004,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682982792,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684126222,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984430,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683371832,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684289628,666.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983515,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682982789,666.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683662498,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984260,666.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,685007123,666.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682982724,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984270,360.751,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683444488,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683821969,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,685318487,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983400,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984226,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683370116,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683435363,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684975691,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682982082,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683364644,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682981804,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682982868,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682982438,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983320,666.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682981975,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983989,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,685318578,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682981799,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683444952,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684054305,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984357,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682982790,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682981973,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684805429,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683363915,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984314,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984358,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682982723,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984181,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983154,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983856,666.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983326,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683835932,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684803301,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,685143910,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682981969,666.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983322,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984348,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683433258,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,685316698,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984266,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683444731,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,685149809,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684129361,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683371886,666.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682982441,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684063658,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682981972,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684129309,666.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683438551,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684708937,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983325,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682981291,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683444804,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682981974,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683444914,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684550799,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683377554,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684704337,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983914,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684284821,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683440786,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683371591,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984273,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984375,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683377365,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983983,666.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983321,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684801304,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683441974,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983156,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984359,1.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,685151828,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683662008,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683655793,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683438550,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682981289,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,685151830,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983873,360.751,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684548408,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682981970,666.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684975719,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683373669,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684063744,1.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683365566,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683377367,360.751,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,685317121,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984360,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684707259,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683377369,666.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,683827634,666.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984279,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,684975649,666.0,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,685006709,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983520,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983986,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984264,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984351,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682983984,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000025111,BP0004240002183,682984257,360.75,45411.43
-1061109568,0,Succes Execute Data,MV0000000028817,BP0004240002185,262921048,218.0,45411.42
-1061109568,0,Succes Execute Data,MV0000000028817,BP0004240002185,262920769,218.0,45411.42
-1061109568,0,Succes Execute Data,MV0000000028817,BP0004240002185,262920213,218.0,45411.42
-1061109568,0,Succes Execute Data,MV0000000028817,BP0004240002185,262920475,218.0,45411.42
-1061109568,0,Succes Execute Data,MV0000000028817,BP0004240002185,262920215,218.0,45411.42
-1061109568,0,Succes Execute Data,MV0000000028817,BP0004240002185,262922139,228.0,45411.42
-1061109568,0,Succes Execute Data,MV0000000028817,BP0004240002185,262920216,218.0,45411.42
-1061109568,0,Succes Execute Data,MV0000000028817,BP0004240002185,262921685,218.0,45411.42
